Date,Close,Sentiment
2022-06-07,198.610001,1
2022-06-08,202.830002,1
2022-06-09,192.770004,0
2022-06-10,182.940002,0
2022-06-13,169.690002,0
2022-06-14,167.539993,1
2022-06-15,180.110001,1
2022-06-16,173.350006,0
2022-06-17,175.509995,1
2022-06-21,170.910004,1
2022-06-22,178.889999,2
2022-06-23,181.710007,2
2022-06-24,190.850006,1
2022-06-27,189.139999,0
2022-06-28,179.600006,0
2022-06-29,178.360001,1
2022-06-30,174.869995,1
2022-07-01,179.949997,1
2022-07-05,185.880005,1
2022-07-06,184.059998,1
2022-07-07,189.270004,1
2022-07-08,186.979996,1
2022-07-11,177.339996,0
2022-07-12,174.449997,0
2022-07-13,176.559998,0
2022-07-14,174.779999,2
2022-07-15,189.110001,2
2022-07-18,190.919998,2
2022-07-19,201.630005,2
2022-07-20,216.440002,2
2022-07-21,223.880005,2
2022-07-22,220.440002,2
2022-07-25,218.509995,2
2022-07-26,213.910004,2
2022-07-27,226.750000,1
2022-07-28,226.020004,1
2022-07-29,224.899994,1
2022-08-01,226.210007,1
2022-08-02,221.419998,1
2022-08-03,226.729996,1
2022-08-04,229.910004,1
2022-08-05,226.779999,1
2022-08-08,233.490005,2
2022-08-09,229.940002,2
2022-08-10,244.110001,1
2022-08-11,242.699997,1
2022-08-12,249.300003,1
2022-08-15,249.110001,1
2022-08-16,245.690002,1
2022-08-17,241.149994,1
2022-08-18,245.169998,0
2022-08-19,241.160004,0
2022-08-22,226.539993,0
2022-08-23,224.550003,1
2022-08-24,229.610001,1
2022-08-25,233.979996,1
2022-08-26,223.279999,1
2022-08-29,224.570007,1
2022-08-30,220.649994,1
2022-08-31,223.559998,1
2022-09-01,230.039993,1
2022-09-02,226.110001,0
2022-09-06,218.389999,2
2022-09-07,228.960007,1
2022-09-08,227.440002,1
2022-09-09,233.570007,1
2022-09-12,236.529999,0
2022-09-13,218.130005,0
2022-09-14,224.119995,1
2022-09-15,235.380005,1
2022-09-16,240.130005,1
2022-09-19,243.630005,1
2022-09-20,242.850006,0
2022-09-21,236.869995,0
2022-09-22,237.050003,0
2022-09-23,226.410004,1
2022-09-26,224.070007,1
2022-09-27,224.360001,1
2022-09-28,245.199997,1
2022-09-29,239.710007,1
2022-09-30,235.440002,1
2022-10-03,239.039993,1
2022-10-04,240.740005,1
2022-10-05,236.729996,1
2022-10-06,240.020004,0
2022-10-07,224.750000,1
2022-10-10,229.979996,1
2022-10-11,214.289993,1
2022-10-12,220.869995,2
2022-10-13,232.509995,1
2022-10-14,230.000000,2
2022-10-17,245.100006,1
2022-10-18,240.860001,2
2022-10-19,272.380005,2
2022-10-20,268.160004,2
2022-10-21,289.570007,2
2022-10-24,282.450012,2
2022-10-25,291.019989,2
2022-10-26,298.619995,2
